lp_id,lp_name,cmmt_in_vc_funds,total_cmmt_in_vc_funds,limited_partner_type,AUM,affliated_funds_num,affliated_investors_num,commitments,total_cmmt,hq_location,hq_region
1733,State of Michigan,1.0,1.0,Government Agency,9666.54,1.0,1.0,1.0,4,"Lansing, Ml",Michigan
1734,State Street Bank,,2.0,Banking Institution,3900000,1.0,1.0,1.0,16,"Quincy, IL",Illinois
1735,Stella Garber,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1736,Stephen Greenberg,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Ottawa, Canada",Canada
1737,Stephen Ross,1.0,1.0,High-net-worth investor,8300,1.0,1.0,1.0,1,"New York, NY",New York
1738,Steve & David Dembitzer,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,nan,
1739,Stichting Pensioenfonds ABP,,9.0,Public Pension Fund,604911.66,1.0,1.0,1.0,48,"Heerlen, Netherlands",Netherlands
1740,Stichting Pensioenfonds Zorg en Welzijn,,1.0,Public Pension Fund,305755.35,1.0,1.0,1.0,11,"Zeist, Netherlands",Netherlands
1741,Stifel Financial (NYS: SF),1.0,10.0,Banking Institution,5625.92,1.0,1.0,1.0,11,"Saint louis, MO",Missouri
1742,Stonetree Capital Advisors,1.0,17.0,Fund of Funds,51.83,1.0,1.0,1.0,41,"Boca Raton, FL",Florida
1743,Storebrand Livsforsikring,,,Insurance Company,244.24,1.0,1.0,1.0,9,"Lysaker, Norway",Norway
1744,Strada Education Network,1.0,1.0,Foundation,1510.94,1.0,1.0,1.0,2,"Indianapolis, IN",Indiana
1745,Street Capital,,,Banking Institution,,1.0,1.0,1.0,1,"Toromo, Canada",Canada
1746,Suffolk County Council Pension Fund,1.0,3.0,Public Pension Fund,3680.83,1.0,1.0,1.0,42,"Ipswich, United Kingdom",UnitedKingdom
1747,Sumitomo Mitsui Trust Bank,1.0,2.0,Banking Institution,729425.21,1.0,1.0,1.0,10,"Tokyo, Japan",Japan
1748,Sun Life Financial (TSE: SLF),1.0,7.0,Insurance Company,1400000,1.0,1.0,1.0,10,"Toronto, Canada",Canada
1749,Superior HealthPlan,1.0,2.0,Insurance Company,1534.27,1.0,1.0,2.0,3,"Austin, TX",Texas
1750,Susan Daimler,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1751,Swedfund International,,2.0,Government Agency,742.36,1.0,1.0,1.0,33,"Stockholm, Sweden",Sweden
1752,Swiftsure Capital,,,Investment Advisor,,1.0,1.0,1.0,1,"Seattle, WA",Washington
1753,TCapital Partners (Japan),1.0,1.0,Money Management Firm,1113.61,1.0,1.0,1.0,1,"Tokyo, Japan",Japan
1754,Taavi Tamkivi,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Tallinn, Estonia",Estonia
1755,Tabard Venture Capital,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Boston, MA",Massachusetts
1756,Tadas Langaitis,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Vilnius, Lithuania",Lithuania
1757,Tae Hea Nahm,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Menlo Park, CA",California
1758,Takeda Pharmaceutical Company (TKS: 4502),1.0,3.0,Corporation,8883.13,1.0,1.0,1.0,3,"Tokyo, Japan",Japan
1759,Taylor Clark,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,2,nan,
1760,TD Banknorth,1.0,1.0,Banking Institution,,1.0,1.0,1.0,2,"Portland, ME",Maine
1761,Teamster Members Retirement Plan,,2.0,Union Pension Fund,729.79,1.0,1.0,1.0,18,"Carol Stream, IL",Illinois
1762,Technology Ventures Corporation,1.0,1.0,Foundation,,1.0,1.0,2.0,1,"Albuquerque, NM",NewMexico
1763,Ted Meisel,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1764,TELUS Corporation Pension Fund,1.0,1.0,Corporate Pension,9380,1.0,1.0,1.0,4,"Vancouver, Canada",Canada
1765,Terry Semel,1.0,1.0,High-net-worth investor,300,1.0,1.0,1.0,1,"New York, NY",New York
1766,Terumo (TKS: 4543),1.0,1.0,Corporation,1772.62,1.0,1.0,1.0,1,"Tokyo, Japan",Japan
1767,Tesco Pension Trustees,,,Private Investment Fund,,1.0,1.0,1.0,3,"Welwyn Garden City, United Kingdom",UnitedKingdom
1768,Tevya Finger,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1769,Texas General Land Office,,,Government Agency,,1.0,1.0,1.0,1,"Austin, TX",Texas
1770,Texas Permanent School Fund,1.0,25.0,Endowment,46764.06,1.0,1.0,1.0,196,"Austin, TX",Texas
1771,Textron Master Trust,1.0,12.0,Corporate Pension,8055.53,1.0,1.0,1.0,164,"Providence, RI",RhodeIsland
1772,Thales Corporate Ventures,1.0,2.0,Other Limited Partner,14.82,1.0,1.0,1.0,2,"Courbevoie, France",France
1773,The American Beverage Association,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Washington, DC",District of Columbia
1774,The Bank of Yokohama,1.0,1.0,Banking Institution,162132.78,1.0,1.0,1.0,3,"Yokohama, Japan",Japan
1775,The Belk Foundation,1.0,3.0,Foundation,47.78,1.0,1.0,1.0,17,"Charlotte, NC",?NorthCarolina
1776,The Belo Foundation,1.0,1.0,Foundation,,1.0,1.0,1.0,4,"Dallas, TX",Texas
1777,The Boone family Foundation,1.0,3.0,Foundation,34.4,1.0,1.0,1.0,17,"Dallas, TX",Texas
1778,The California Wellness Foundation,1.0,1.0,Foundation,1007.7,1.0,1.0,1.0,1,"Los Angeles, CA",California
1779,The Carlyle Group (NAS: CG),,,Fund of Funds,301000,1.0,1.0,1.0,26,"Washington, DC",District of Columbia
1780,The Cayzer Trust Company,1.0,3.0,Private Investment Fund,391.79,1.0,1.0,1.0,3,"London, United Kingdom",UnitedKingdom
1781,The Chicago Community Trust,1.0,1.0,Foundation,3384.35,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1782,The Community Foundation for Northeast Florida,,2.0,Foundation,538.88,1.0,1.0,1.0,11,"Jacksonville, FL",Florida
1783,The David and Barbara 8. Hirschhorn Foundation,,7.0,Foundation,49.41,1.0,1.0,1.0,45,"Baltimore, MO",Missouri
1784,The Dispatch Printing Company,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Columbus, OH",Ohio
1785,The Duchossois Group,1.0,1.0,Family Office (Multi),3000,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1786,The E.W. Scripps (NAS: SSP),1.0,1.0,Corporation,553.74,1.0,1.0,1.0,1,"Cincinnati, OH",Ohio
1787,The Eisner Foundation,1.0,6.0,Foundation,170.6,1.0,1.0,1.0,49,"Beverly Hills, CA",California
1788,The Fan Fox and Leslie R. Samuels Foundation,1.0,4.0,Foundation,179.63,1.0,1.0,1.0,39,"New York, NY",New York
1789,The Fink Family Foundation,1.0,2.0,Foundation,15.38,1.0,1.0,1.0,9,"Westport, CT",Connecticut
1790,The Frist Foundation,1.0,1.0,Foundation,485.99,1.0,1.0,1.0,32,"Nashville, TN",Tennessee
1791,The General Mills Retiree Health Plan for Union Employees,1.0,9.0,Corporate Pension,545.94,1.0,1.0,1.0,82,"Minneapolis, MN",Minnesota
1792,The Goodyear Tire & Rubber Company Common Trust,,4.0,Corporate Pension,,1.0,1.0,1.0,45,"Akron, OH",Ohio
1793,The Government of Prince Edward Island,1.0,1.0,Government Agency,1078.76,1.0,2.0,1.0,1,"Charlottetown, Canada",Canada
1794,The H & R Block Foundation,1.0,1.0,Foundation,65.94,1.0,1.0,1.0,1,"Kansas City, MO",Missouri
1795,The Hearst Corporation Retirement Plan,1.0,2.0,Corporate Pension,2212.01,1.0,1.0,1.0,38,"Charlotte, NC",?NorthCarolina
1796,The Hearst Foundations,1.0,5.0,Foundation,372.38,1.0,1.0,1.0,41,"New York, NY",New York
1797,The Heinz Endowments,,41.0,Foundation,1993.07,1.0,1.0,1.0,96,"Pittsburgh, PA",Pennsylvania
1798,The Henry J. Kaiser Family Foundation,1.0,20.0,Foundation,753.76,1.0,1.0,1.0,21,"San Francisco, CA",California
1799,The Impact Seat,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Boston, MA",Massachusetts
1800,The Institute for Aegean Prehistory,1.0,1.0,Foundation,43.4,1.0,1.0,1.0,2,"Philadelphia, PA",Pennsylvania
1801,TheJ.M. Smucker Co. (NYS: SJM),1.0,1.0,Corporation,16284.2,1.0,1.0,1.0,1,"Orrville, OH",Ohio
1802,TheJohn Merck Fund,1.0,5.0,Foundation,19.48,1.0,1.0,1.0,14,"Boston, MA",Massachusetts
1803,The JPMorgan Chase Retirement Plan,,16.0,Corporate Pension,16724.6,1.0,1.0,1.0,140,"Jersey City, NJ",New Jersey
1804,TheJudd Leighton Foundation,1.0,3.0,Foundation,72.95,1.0,1.0,1.0,34,"South Bend, IN",Indiana
1805,The Kavli Foundation,,,Foundation,490.69,1.0,1.0,1.0,14,"Los Angeles, CA",California
1806,The Klarman Family Foundation,1.0,10.0,Foundation,757.03,1.0,1.0,1.0,21,"Boston, MA",Massachusetts
1807,The Kohlberg Foundation,1.0,7.0,Foundation,220.95,1.0,1.0,1.0,20,"Armonk, NY",New York
1808,The Kroger Company Defined Contribution Plan Master Trust,1.0,1.0,Corporate Pension,8656.37,1.0,1.0,1.0,1,"Cincinnati, OH",Ohio
1809,The Kroger Company Master Retirement Trust,,31.0,Corporate Pension,3482.86,1.0,1.0,1.0,212,"Cincinnati, OH",Ohio
1810,The Kvaerner Pension Fund Association,,1.0,Corporate Pension,,1.0,1.0,1.0,2,"London, United Kingdom",UnitedKingdom
1811,The Leona M. and Harry B. Helmsley Charitable Trust,1.0,19.0,Foundation,6100,1.0,1.0,1.0,44,"New York, NY",New York
1812,The Lilly Retirement Plan Master Trust,1.0,8.0,Corporate Pension,5069.99,1.0,1.0,1.0,109,"Indianapolis, IN",Indiana
1813,The Lohrfink Foundation,1.0,1.0,Foundation,10.06,1.0,1.0,1.0,4,"New York, NY",New York
1814,"The Marion I. & Henry J, Knott Foundation",1.0,1.0,Foundation,58.99,1.0,1.0,1.0,12,"Baltimore, MD",Maryland
1815,The Norinchukin Bank,1.0,1.0,Banking Institution,567423.84,1.0,1.0,1.0,31,"Tokyo, Japan",Japan
1816,The Perkins Fund,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"San Francisco, CA",California
1817,The Phoenix Insurance Company,,9.0,Insurance Company,4742.65,1.0,1.0,1.0,53,"Winston-Salem, NC",NorthCarolina
1818,The Prudential Merged Retirement Plan,,,Corporate Pension,13362.13,1.0,1.0,1.0,27,"Newark, NJ",New Jersey
1819,The Queen's Health Systems Pension Plan,1.0,3.0,Corporate Pension,543.64,1.0,1.0,1.0,12,"Honolulu, HI",Hawaii
1820,The Recycling Partnership Inc,1.0,1.0,Direct Investment,13.95,1.0,1.0,1.0,1,"Falls Church, VA",Virginia
1821,The Renaissance Foundation,1.0,1.0,Foundation,25.67,1.0,1.0,1.0,1,"Portland, OR",Oregon
1822,The RockCreek Group,1.0,3.0,Investment Advisor,17000,1.0,1.0,1.0,3,"Washington, DC",District of Columbia
1823,The Royal County of Berkshire Pension Fund,,8.0,Public Pension Fund,3308.96,1.0,1.0,1.0,72,"Maidenhead, United Kingdom",UnitedKingdom
1824,The Sant Foundation,,,Foundation,0.28,1.0,1.0,1.0,1,"Saint Louis, MO",Missouri
1825,The Schmidt Family Foundation (Palo Alto),1.0,7.0,Foundation,1024.48,1.0,1.0,1.0,15,"Palo Alto, CA",California
1826,The Securities Management Trust,1.0,1.0,Corporation,1.61,1.0,1.0,1.0,3,"London, United Kingdom",UnitedKingdom
1827,The Seraph Foundation,1.0,1.0,Foundation,27.18,1.0,1.0,1.0,2,"Philadelphia, PA",Pennsylvania
1828,The Storebrand Group (OSL: STB),1.0,8.0,Money Management Firm,120000,1.0,1.0,1.0,77,"Lysaker, Norway",Norway
1829,The United Food and Commercial Workers International Union Pension Plan for Employees,1.0,1.0,Union Pension Fund,1078.1,1.0,1.0,1.0,15,"Washington, DC",District of Columbia
1830,The Virgin Foundation,1.0,1.0,Foundation,23.26,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1831,The Wal¡¤Mart Foundation,1.0,1.0,Foundation,19.74,1.0,2.0,1.0,1,"Bentonville, AR",Arkansas
1832,The Weinberg Foundation,1.0,5.0,Foundation,3200,1.0,1.0,1.0,11,"Owings Mills, MO",Missouri
1833,Thomas 8. Fordham Institute,,3.0,Foundation,7.99,1.0,1.0,1.0,10,"Washington, DC",District of Columbia
1834,Thomas Lehrman,1.0,,High-net-worth investor,104.7,1.0,1.0,1.0,1,"New York, NY",New York
1835,Thomas Steyer,1.0,1.0,High-net-worth investor,1610,1.0,1.0,1.0,1,"San Francisco, CA",California
1836,Thomas Weisel Global Growth Partners,1.0,1.0,Fund of Funds,700,1.0,1.0,1.0,1,"San Francisco, CA",California
1837,Thomas Wisniewski,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1838,Tl Employees Pension Plan,1.0,1.0,Corporate Pension,1214.21,1.0,1.0,1.0,6,"Dallas, TX",Texas
1839,Tim Crow,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Atlanta, GA",Georgia
1840,Timothy Komada,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"San Francisco, CA",California
1841,Tioga State Bank,1.0,1.0,Banking Institution,569.89,1.0,1.0,1.0,1,"Spencer, NY",New York
1842,Toa Reinsurance Company of America,,,Insurance Company,1837.27,1.0,1.0,1.0,5,"Morristown, NJ",New Jersey
1843,Todd Morley,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1844,TomorrowVentures,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Palo Alto, CA",California
1845,Tosa Foundation,,5.0,Foundation,570.24,1.0,1.0,1.0,9,"Portola Valley, CA",California
1846,Town of Palm Beach Firefighters' Retirement System,,,Public Pension Fund,,1.0,1.0,1.0,11,"Palm Beach, FL",Florida
1847,Town of Palm Beach Other Post Employment Benefit,,,Public Pension Fund,40.62,1.0,1.0,1.0,13,"Palm Beach, FL",Florida
1848,Town of Palm Beach Retirement System,,1.0,Public Pension Fund,273.5,1.0,1.0,1.0,14,"Palm Beach, FL",Florida
1849,TPG (NAS: TPG),1.0,3.0,Direct Investment,114000,1.0,1.0,1.0,5,"Fort Wonh, TX",Texas
1850,Transamerica Financial Life Insurance Company,1.0,1.0,Insurance Company,6710.79,1.0,1.0,1.0,3,"Cedar Rapids, IA",Iowa
1851,Transamerica Pension Plan,,5.0,Corporate Pension,3403.92,1.0,1.0,1.0,101,"Cedar Rapids, IA",Iowa
1852,Transamerica Premier Life Insurance,1.0,1.0,Insurance Company,19347.23,1.0,1.0,1.0,20,"Cedar Rapids, IA",Iowa
1853,Travelers Casualty and Surety Company,1.0,11.0,Insurance Company,17697.65,1.0,1.0,1.0,123,"Hartford, CT",Connecticut
1854,Trevor Neilson,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1855,Trevor Steven Pears,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,2,"London, United Kingdom",UnitedKingdom
1856,Tribune Company Defined Contribution Retirement Plan,1.0,7.0,Corporate Pension,59.63,1.0,1.0,1.0,19,"Chicago, IL",?Illinois
1857,TriHealth Retirement Plan,,1.0,Corporate Pension,365.05,1.0,1.0,1.0,42,"Cincinnati, OH",Ohio
1858,Trillium Asset Management,1.0,2.0,Money Management Firm,3400000,1.0,1.0,1.0,2,"Boston, MA",Massachusetts
1859,"Trinity College Endowment, Cambridge University",,5.0,Endowment,1311.33,1.0,1.0,1.0,11,"Cambridge, United Kingdom",UnitedKingdom
1860,Truist Ventures,1.0,1.0,Direct Investment,,1.0,1.0,1.0,"2
4","Charlotte, NC",?NorthCarolina
1861,TSVC,1.0,1.0,Investment Advisor,180,1.0,1.0,1.0,1,"Los Altos, CA",California
1862,Tufts Health Ventures,1.0,4.0,Corporation,,1.0,1.0,1.0,4,"Canton, MA",Massachusetts
1863,Two Sigma Investments,1.0,1.0,Investment Advisor,60000,1.0,1.0,1.0,1,"New York, NY",New York
1864,Tyne and Wear Pension Fund,,7.0,Public Pension Fund,15819.09,1.0,1.0,1.0,101,"South Shields, United Kingdom",UnitedKingdom
1865,"U.F.C.W, Consolidated Pension Fund",,22.0,Union Pension Fund,4369.46,1.0,1.0,1.0,200,"Atlanta, GA",Georgia
1866,U.S. Bancorp (t-.VS: USB),1.0,1.0,Banking Institution,573000,1.0,1.0,1.0,4,"Minneapolis, MN",Minnesota
1867,U.S. Bancorp Community Development,1.0,1.0,Banking Institution,35500,1.0,1.0,1.0,,"Saint Louis, MO",Missouri
1868,U.S. Bank Corporate Pension Fund,1.0,3.0,Corporation,4192.81,1.0,1.0,1.0,41,"Robbinsdale, MN",Minnesota
1869,U.S. Retirement Plan,,9.0,Corporate Pension,4894.38,1.0,1.0,1.0,145,"Mount Olive, NJ",New Jersey
1870,Uberior Investments,,9.0,Private Investment Fund,932.7,1.0,1.0,1.0,56,"Edinburgh, United Kingdom",UnitedKingdom
1871,UC Investments,1.0,1.0,Money Management Firm,168000,1.0,1.0,1.0,1,"Oakland, CA",California
1872,UC San Diego Foundation,1.0,1.0,Endowment,1055.2,1.0,1.0,1.0,1,"San Diego, CA",California
1873,UFCW - Northern California Employers Joint Pension,,14.0,Union Pension Fund,3065.16,1.0,1.0,1.0,95,"Concord, CA",California
1874,Umass Memorial Medical Center Pension Trust,,1.0,Corporate Pension,976.51,1.0,1.0,1.0,13,"Worcester, MA",Massachusetts
1875,Umicore (BRU: UMI),1.0,1.0,Corporation,1274.16,1.0,1.0,1.0,1,"Brussels, Belgium",Belgium
1876,Unigestion,1.0,5.0,Fund of Funds,21500,1.0,1.0,1.0,48,"Geneva, Switzerland",Switzerland
1877,Unilever (LOt-.: ULVR),,1.0,Corporation,7581.41,1.0,1.0,1.0,4,"Leatherhead, United Kingdom",UnitedKingdom
1878,Unilever UK Pension Fund,1.0,2.0,Corporate Pension,19309.53,1.0,1.0,1.0,4,"Darlington, United Kingdom",UnitedKingdom
1879,Union de Tronquistas de Puerto Rico Local 901 - Pension Plan,,,Union Pension Fund,1.01,1.0,1.0,1.0,1,"Sanjuan, PR",PuertoRico
1880,UniSuper Superannuation Fund,,10.0,Corporate Pension,77100,1.0,1.0,1.0,85,"Melbourne, Australia",Australia
1881,Unisys Pension Plan,1.0,20.0,Corporate Pension,2645.88,1.0,1.0,1.0,46,"Blue Bell, PA",Pennsylvania
1882,"UNITED ASSN FULL-TIMESAL OFF & EMP OF LOCL UNIONS COUNCILS, ST & PROV PEN PLAN",,2.0,Union Pension Fund,1122.54,1.0,1.0,1.0,14,"Annapolis, MD",Maryland
1883,United Automobile Insurance Company,1.0,3.0,Insurance Company,427.77,1.0,1.0,1.0,4,"Miami, FL",Florida
1884,United Brotherhood of Carpenters Pension Plan United States Segment,,,Union Pension Fund,965.37,1.0,1.0,1.0,31,"Las Vegas, NV",Nevada
1885,United Food & Commercial Workers Union Employer Pension Fund,,5.0,Union Pension Fund,269.85,1.0,1.0,1.0,47,"Broadview Heights, OH",Ohio
1886,United Healthcare Services,1.0,2.0,Insurance Company,98229,1.0,1.0,1.0,2,"Atlanta, GA",Georgia
1887,United Natural Foods (NYS: UnFI),1.0,1.0,Corporation,7999,1.0,1.0,1.0,1,"Providence, RI",RhodeIsland
1888,United Parcel Service (NYS: UPS),1.0,2.0,Corporation,5765,1.0,1.0,1.0,2,"Atlanta, GA",Georgia
1889,United Property & Casualty Insurance Company,,,Insurance Company,847.43,1.0,1.0,1.0,3,"Saint Petersburg, FL",Florida
1890,United Rentals (NYS: URI),1.0,1.0,Corporation,17542,1.0,1.0,1.0,1,"Stamford, CT",Connecticut
1891,United Services Automobile Association,1.0,2.0,Insurance Company,41238.99,1.0,1.0,1.0,4,"San Antonio, TX",Texas
1892,United States Small Business Administration,1.0,1.0,Government Agency,562417.68,1.0,1.0,1.0,8,"Washington, DC",District of Columbia
1893,United Surety & Indemnity Company,,,Insurance Company,98.75,1.0,1.0,1.0,1,"Guaynabo, PR",PuertoRico
1894,Unitus Labs,1.0,1.0,Foundation,0.3,1.0,1.0,1.0,1,"Orem, UT",Utah
1895,Universal Fidelity Life Insurance Company,,2.0,Insurance Company,19.76,1.0,1.0,1.0,3,"Duncan, OK",Oklahoma
1896,Universities Superannuation Scheme,,1.0,Corporate Pension,107761.41,1.0,1.0,1.0,36,"Liverpool, United Kingdom",UnitedKingdom
1897,University of California,1.0,2.0,University (Non-Endowment),168000,1.0,1.0,1.0,2,"Oakland, CA",California
1898,University of Colorado Foundation,1.0,5.0,Endowment,1740,1.0,1.0,1.0,11,"Denver, CO",Colorado
1899,University of Louisville Foundation,1.0,2.0,Foundation,890,1.0,1.0,1.0,4,"Louisville, KY",Kentucky
1900,University of Minnesota Foundation,1.0,5.0,Endowment,2500,,,,6,"Minneapolis, MN",Minnesota
1901,University of Nebraska Foundation,1.0,1.0,Endowment,1903.84,1.0,1.0,1.0,3,"Lincoln, NE",Nebraska
1902,University of Notre Dame Endowment,1.0,16.0,Endowment,22464.78,1.0,1.0,1.0,35,"South Bend, IN",Indiana
1903,University of PA Absolute Return Pool,,,Corporate Pension,534.84,1.0,1.0,1.0,10,"Philadelphia, PA",Pennsylvania
1904,University of Rochester Endowment,1.0,2.0,Endowment,2950,1.0,1.0,1.0,4,"Pittsford, NY",New York
1905,University of Southern California Endowment,1.0,2.0,Endowment,5914.36,1.0,1.0,1.0,7,"Los Angeles, CA",California
1906,University of Texas System Endowment,1.0,3.0,Endowment,43633.71,1.0,1.0,1.0,8,"Austin, TX",Texas
1907,University of Tweme Endowment,1.0,1.0,Endowment,,1.0,1.0,1.0,1,"Enschede, Netherlands",Netherlands
1908,University of Victoria Foundation,1.0,1.0,Endowment,351.66,1.0,1.0,1.0,1,"Victoria, Canada",Canada
1909,USAA Casualty Insurance Company,1.0,1.0,Insurance Company,11776.14,1.0,1.0,1.0,2,"San Antonio, TX",Texas
1910,Utah State University Endowment,,2.0,Endowment,,1.0,1.0,1.0,26,"Logan, UT",Utah
1911,V5 Partners,1.0,1.0,Family Office (Multi),200,1.0,1.0,1.0,1,"Bloomfield Hills, MI",Michigan
1912,Veekstfonden,1.0,34.0,Government Agency,1741.74,1.0,1.0,1.0,39,"Hellerup, Denmark",Denmark
1913,Valinco Investments,1.0,4.0,Other limited Partner,,1.0,1.0,1.0,10,Bermuda,Bermuda
1914,Vanderbilt University,1.0,1.0,University (Non-Endowment),10979.64,1.0,1.0,1.0,1,"Nashville, TN",Tennessee
1915,Vanderbilt University Endowment,1.0,10.0,Endowment,11100,1.0,1.0,1.0,22,"Nashville, TN",Tennessee
1916,Vanterra Capital,,,Fund of Funds,382.39,1.0,1.0,1.0,7,"New York, NY",New York
1917,Variable Annuity Life Insurance Company,,6.0,Insurance Company,40906.1,1.0,1.0,1.0,82,"Houston, TX",Texas
1918,Venkatraman Balakrishnan,1.0,2.0,High-net-worth investor,,1.0,1.0,1.0,2,"Bangalore, India",India
1919,Ventura County Employees' Retirement Association,,20.0,Public Pension Fund,8100,1.0,1.0,1.0,95,"Ventura, CA",California
1920,Venture Capital for Bucks County,1.0,1.0,Public Pension Fund,,1.0,1.0,1.0,1,PA,Pennsylvania
1921,Version One Ventures,1.0,1.0,Direct Investment,250,1.0,1.0,1.0,1,"Vancouver, Canada",Canada
1922,Vertex International Partners,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Stockholm, Sweden",Sweden
1923,Victor Parker,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"San Francisco, CA",California
1924,Vijay Vashee,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Seattle, WA",Washington
1925,VikChadha,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Louisville, KY",Kentucky
1926,Vincent Smith,1.0,1.0,High-net-worth investor,3400,1.0,1.0,1.0,1,CA,California
1927,Virginia Retirement System,1.0,38.0,Public Pension Fund,103700,1.0,1.0,1.0,218,"Richmond, VA",Virginia
1928,VSC Consulting,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"San Francisco, CA",California
1929,Waitt Foundation,,5.0,Foundation,139.04,1.0,1.0,1.0,26,"North Sioux City, SD",SouthDakota
1930,Walgreens Boots Alliance (NAS: WBA),1.0,1.0,Corporation,7232,1.0,1.0,1.0,1,"Deerfield, IL",Illinois
1931,Walmart (NYS: WMT),1.0,1.0,Corporation,252496,1.0,1.0,1.0,1,"Bentonville, AR",Arkansas
1932,Washington State University Foundation,1.0,6.0,Endowment,499,1.0,1.0,1.0,55,"Pullman, WA",Washington
1933,Washington University Investment Management Company,1.0,21.0,Endowment,8130,1.0,1.0,1.0,31,"Saint Louis, MO",Missouri
1934,Wasson Enterprise,1.0,1.0,Family Office (Single),,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1935,Welch Foods Pension Plan Trust,1.0,1.0,Corporate Pension,106.26,1.0,1.0,1.0,7,"Concord, MA",Massachusetts
1936,West Virginia Economic Development Authority,1.0,5.0,Economic Development Agency,70.75,1.0,1.0,1.0,6,"Charleston, WV",West Virginia
1937,Western & Southern Financial Group,1.0,2.0,Insurance Company,62893.48,1.0,1.0,1.0,22,"Cincinnati, OH",Ohio
1938,Western Conference of Teamsters Pension Plan,,1.0,Union Pension Fund,53738.15,1.0,1.0,1.0,81,"Seattle, WA",Washington
1939,Western National Life Insurance Company,,5.0,Insurance Company,,1.0,1.0,1.0,80,"Amarillo, TX",Texas
1940,Western Technology Investment,1.0,1.0,Investment Advisor,1983.58,1.0,1.0,1.0,1,"Portola Valley, CA",California
1941,Western Union Pension Plan,,1.0,Corporate Pension,240.41,1.0,1.0,1.0,13,"Denver, CO",Colorado
